,x1,Product List,Random Picker,x2,Sex List,Random Picker,x3,Random Age Generator,x4,Nationality List,Random Picker,x5,Region List,Random Picker,x6,Branches List,Random Picker,x7,Product List,Cost,Mapping to the product from D,x8,Month,Random Picker,x9,Level of Satisfaction,x10,Review Length (Word Count),x11,Number of Workers to Hire List,Mapping to Branch,x12
82,2BFA58C4,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,86,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,3,1 0,,16,0 0 1
83,94B7A3E9,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,82,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,3,0 0 1 0 0,2,1 0,,12,0 0 1
84,DC24F4FC,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,13,0 1 0 0 0,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,154,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,76,0 1,,16,0 0 1
85,8DAC6B86,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,42,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,61,0 1,,12,0 0 1
86,F866FFAE,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,13,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,91,0 1,,16,0 0 1
87,D46BBCD0,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,45,0 0 0 1 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,44,1 0,,12,0 0 1
88,11B14F79,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,73,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,180,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,4,0 0 0 1 0,18,1 0,,16,0 0 1
89,E957BA15,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,72,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,41,1 0,,12,0 0 1
90,D2D223EB,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,63,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,4,0 0 0 1 0,32,1 0,,12,0 0 1
91,B51BAC06,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,62,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,5,0 0 0 0 1,82,0 1,,10,0 0 1
92,B2366B32,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,51,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,September,0 0 0 0 0 0 0 0 1 0 0 0,1,1 0 0 0 0,92,0 1,,12,0 0 1
93,0B1F9218,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,58,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,12,1 0,,10,0 0 1
94,80682C82,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,81,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,September,0 0 0 0 0 0 0 0 1 0 0 0,5,0 0 0 0 1,51,0 1,,16,0 0 1
95,710EE13C,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,71,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,88,0 1,,12,0 0 1
96,234E3D9C,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,75,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,5,0 0 0 0 1,58,0 1,,12,0 0 1
97,A68D37DD,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,42,0 0 0 1 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,3,0 0 1 0 0,100,0 1,,16,0 0 1
98,87CFA5D0,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,52,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,3,0 0 1 0 0,81,0 1,,10,0 0 1
99,B89C0A86,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,86,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,81,0 1,,12,0 0 1
100,E0BF540D,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,30,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,3,0 0 1 0 0,30,1 0,,12,0 0 1
101,72E08AA9,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,55,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,0,1 0,,10,0 0 1
102,C11B0A59,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,82,0 0 0 0 1,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,54,0 1,,16,0 0 1
103,5E2950B2,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,46,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,72,0 1,,12,0 0 1
104,BAF2A3E5,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,51,0 0 0 1 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,2,0 1 0 0 0,8,1 0,,12,0 0 1
105,938787B4,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,71,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,64,0 1,,10,0 0 1
106,89FB1A0F,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,38,0 0 1 0 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,4,0 0 0 1 0,26,1 0,,12,0 0 1
107,E647A317,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,26,0 0 1 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,10,1 0,,16,0 0 1
108,B322EAE4,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,15,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,3,0 0 1 0 0,72,0 1,,10,0 0 1
109,F151DFF8,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,38,0 0 1 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,180,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,5,1 0,,12,0 0 1
110,0FB3C50A,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,86,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,82,0 1,,10,0 0 1
111,9E3B1578,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,14,0 1 0 0 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,5,0 0 0 0 1,34,1 0,,12,0 0 1
112,3CE7A03F,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,25,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,160,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,13,1 0,,12,0 0 1
113,B9D29BDC,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,21,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,July,0 0 0 0 0 0 1 0 0 0 0 0,4,0 0 0 1 0,87,0 1,,16,0 0 1
114,0E95A1F2,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,82,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,77,0 1,,12,0 0 1
115,13824A60,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,65,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,62,0 1,,12,0 0 1
116,3EFD74A3,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,77,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,37,1 0,,12,0 0 1
117,B6A1D094,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,23,0 0 1 0 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,47,1 0,,16,0 0 1
118,DCFDF769,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,35,0 0 1 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,3,0 0 1 0 0,45,1 0,,12,0 0 1
119,C72EF193,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,32,0 0 1 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,3,0 0 1 0 0,16,1 0,,12,0 0 1
120,C76E636B,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,87,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,154,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,77,0 1,,10,0 0 1
121,F2706371,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,15,0 1 0 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,85,0 1,,16,0 0 1
122,961F5489,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,34,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,4,0 0 0 1 0,60,0 1,,12,0 0 1
123,C021545B,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,88,0 0 0 0 1,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,5,0 0 0 0 1,47,1 0,,16,0 0 1
124,097B5160,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,15,0 1 0 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,57,0 1,,12,0 0 1
125,2E1FDFAB,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,34,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,43,1 0,,16,0 0 1
126,BF14B999,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,24,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,65,0 1,,12,0 0 1
127,2F78F066,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,34,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,46,1 0,,10,0 0 1
128,E5E93FBE,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,77,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,1,1 0 0 0 0,32,1 0,,12,0 0 1
129,FC505997,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,15,0 1 0 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,91,0 1,,10,0 0 1
130,CF015030,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,56,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,4,0 0 0 1 0,100,0 1,,12,0 0 1
131,B2CC2618,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,23,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,3,0 0 1 0 0,81,0 1,,12,0 0 1
132,F0940AA3,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,59,0 0 0 1 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,4,0 0 0 1 0,36,1 0,,12,0 0 1
133,F616647B,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,15,0 1 0 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,3,0 0 1 0 0,99,0 1,,10,0 0 1
134,993EB321,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,49,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,67,0 1,,10,0 0 1
135,DFF8F43F,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,35,0 0 1 0 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,1,1 0 0 0 0,38,1 0,,10,0 0 1
136,A068BAAB,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,14,0 1 0 0 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,75,0 1,,10,0 0 1
137,5FCB15DF,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,34,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,26,1 0,,12,0 0 1
138,B6DBC892,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,61,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,76,0 1,,12,0 0 1
139,AEA0C47C,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,43,0 0 0 1 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,1,1 0 0 0 0,81,0 1,,10,0 0 1
140,192964AA,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,23,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,7,1 0,,16,0 0 1
141,C1281A81,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,76,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,June,0 0 0 0 0 1 0 0 0 0 0 0,5,0 0 0 0 1,88,0 1,,12,0 0 1
142,B2EE28D8,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,13,0 1 0 0 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,3,0 0 1 0 0,84,0 1,,10,0 0 1
143,03A14815,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,42,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,220,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,22,1 0,,16,0 0 1
144,C89C9B00,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,24,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,2,0 1 0 0 0,71,0 1,,16,0 0 1
145,6821DBB1,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,42,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,2,0 1 0 0 0,29,1 0,,12,0 0 1
146,EB781813,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,56,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,81,0 1,,10,0 0 1
147,1B1C6488,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,23,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,3,0 0 1 0 0,3,1 0,,12,0 0 1
148,E30A6DC2,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,29,0 0 1 0 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,4,0 0 0 1 0,4,1 0,,10,0 0 1
149,8A31B1DA,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,10,1 0 0 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,80,0 1,,10,0 0 1
150,CEE50E65,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,44,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,11,1 0,,16,0 0 1
151,CDE12FB2,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,66,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,December,0 0 0 0 0 0 0 0 0 0 0 1,4,0 0 0 1 0,16,1 0,,10,0 0 1
152,A528FAF7,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,81,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,3,0 0 1 0 0,77,0 1,,16,0 0 1
153,BC022AC0,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,47,0 0 0 1 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,30,1 0,,16,0 0 1
154,5C5ECFA1,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,90,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,32,1 0,,10,0 0 1
155,B747FC26,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,25,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,40,1 0,,12,0 0 1
156,23DA8EE0,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,61,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,95,0 1,,16,0 0 1
157,C3AF5E0C,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,74,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,11,1 0,,10,0 0 1
158,937D1535,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,84,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,260,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,1,1 0 0 0 0,60,0 1,,12,0 0 1
159,10D3760F,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,67,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,90,0 1,,10,0 0 1
160,5C5F558E,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,65,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,40,1 0,,10,0 0 1
161,5E0D4FC1,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,87,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,70,0 1,,12,0 0 1
162,CE11C5A2,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,77,0 0 0 0 1,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,220,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,90,0 1,,10,0 0 1
163,B128D096,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,33,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,3,0 0 1 0 0,40,1 0,,10,0 0 1
164,29DC9ABE,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,60,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,68,0 1,,16,0 0 1
