Year,Host_City,Sport,Discipline,Event,Event_gender,Surname,Given_Name,Gender,Country,Medal
1/1/1976,Montreal,Handball,Handball,handball,W,Berzsenyi,Maria,Women,Hungary,Bronze
1/1/1976,Montreal,Rowing,Rowing,double sculls (2x),M,Hart,Michael John,Men,United Kingdom,Silver
1/1/1976,Montreal,Athletics,Athletics,100m hurdles,W,Anisimova,Tatiana,Women,Soviet Union,Silver
1/1/1976,Montreal,Basketball,Basketball,basketball,W,Klimova,Natalya,Women,Soviet Union,Gold
1/1/1976,Montreal,Aquatics,Swimming,100m freestyle,W,Ender,Kornelia,Women,East Germany,Gold
1/1/1976,Montreal,Fencing,Fencing,foil team,W,Bobis-ferkasinszky,Ildiko,Women,Hungary,Bronze
1/1/1976,Montreal,Basketball,Basketball,basketball,M,Georgijevski,Blagoje,Men,Yugoslavia,Silver
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,W,Kanesaka,Katsuko,Women,Japan,Gold
1/1/1976,Montreal,Athletics,Athletics,4x400m relay,M,Podlas,Ryszard,Men,Poland,Silver
1/1/1976,Montreal,Athletics,Athletics,4x400m relay,M,Krieg,Lothar,Men,West Germany,Bronze
1/1/1976,Montreal,Aquatics,Water polo,water polo,M,Kroon,Evert Gerrit,Men,Netherlands,Bronze
1/1/1976,Montreal,Equestrian,Eventing,team,,Rethemeier,Helmut,Men,West Germany,Silver
1/1/1976,Montreal,Fencing,Fencing,foil team,W,Maros,Magda,Women,Hungary,Bronze
1/1/1976,Montreal,Handball,Handball,handball,W,Siefert,Silvia,Women,East Germany,Silver
1/1/1976,Montreal,Gymnastics,Artistic G.,horizontal bar,M,Gienger,Eberhard,Men,West Germany,Bronze
1/1/1976,Montreal,Boxing,Boxing,54 - 57kg (featherweight),M,Paredes,Juan,Men,Mexico,Bronze
1/1/1976,Montreal,Athletics,Athletics,hammer throw,M,Spiridonov,Aleksei,Men,Soviet Union,Silver
1/1/1976,Montreal,Sailing,Sailing,tempest,,Akimenko,Vladislav,Men,Soviet Union,Silver
1/1/1976,Montreal,Athletics,Athletics,4x400m relay,M,Hofmeister,Franz-Peter,Men,West Germany,Bronze
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,M,Lasko,Lech,Men,Poland,Gold
1/1/1976,Montreal,Boxing,Boxing,75 - 81kg (light-heavyweight),M,Dafinoiu,Costica,Men,Romania,Bronze
1/1/1976,Montreal,Aquatics,Swimming,100m freestyle,W,Priemer,Petra,Women,East Germany,Silver
1/1/1976,Montreal,Gymnastics,Artistic G.,horizontal bar,M,Boerio,Henry,Men,France,Bronze
1/1/1976,Montreal,Rowing,Rowing,double sculls (2x),M,Hansen,Alf John,Men,Norway,Gold
1/1/1976,Montreal,Modern Pentathlon,Modern Pentath.,Team competition,M,Starnovsky,Bohumil,Men,Czechoslovakia,Silver
1/1/1976,Montreal,Basketball,Basketball,basketball,M,Jerkov,Zeljko,Men,Yugoslavia,Silver
1/1/1976,Montreal,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Vebr,Ludvik,Men,Czechoslovakia,Bronze
1/1/1976,Montreal,Rowing,Rowing,pair without coxswain (2-),W,Dähne,Sabine,Women,East Germany,Silver
1/1/1976,Montreal,Aquatics,Swimming,100m breaststroke,M,Yozaitis,Arvidas,Men,Soviet Union,Bronze
1/1/1976,Montreal,Handball,Handball,handball,M,Tudosie,Constantin,Men,Romania,Silver
1/1/1976,Montreal,Handball,Handball,handball,W,Sterbinszky,Amalia,Women,Hungary,Bronze
1/1/1976,Montreal,Fencing,Fencing,épée individual,M,Pusch,Alexander,Men,West Germany,Gold
1/1/1976,Montreal,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",M,Cziura,Grzegorz,Men,Poland,Silver
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,M,Selivanov,Pavel,Men,Soviet Union,Silver
1/1/1976,Montreal,Aquatics,Swimming,4x100m medley relay,W,Pollack,Andrea,Women,East Germany,Gold
1/1/1976,Montreal,Cycling,Cycling Track,Team Pursuit (4000m),M,Osokin,Vladimir,Men,Soviet Union,Silver
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,W,Rostova,Anna,Women,Soviet Union,Silver
1/1/1976,Montreal,Cycling,Cycling Road,team time trial,M,Frank,Gert,Men,Denmark,Bronze
1/1/1976,Montreal,Basketball,Basketball,basketball,M,Knego,Andro,Men,Yugoslavia,Silver
1/1/1976,Montreal,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Lorentson,Yuri,Men,Soviet Union,Silver
1/1/1976,Montreal,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),M,Tomov,Aleksandr,Men,Bulgaria,Silver
1/1/1976,Montreal,Boxing,Boxing,75 - 81kg (light-heavyweight),M,Soria cabrera,Sixto,Men,Cuba,Silver
1/1/1976,Montreal,Basketball,Basketball,basketball,W,Feryabnikova,Nelli,Women,Soviet Union,Gold
1/1/1976,Montreal,Gymnastics,Artistic G.,vault,M,Kajiyama,Hiroshi,Men,Japan,Bronze
1/1/1976,Montreal,Aquatics,Swimming,4x100m freestyle relay,W,Peyton,Kim Marie,Women,United States,Gold
1/1/1976,Montreal,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),W,Rajnai,Klara,Women,Hungary,Bronze
1/1/1976,Montreal,Athletics,Athletics,4x400m relay,W,Kolesnikova-ilyina,Nadezhda,Women,Soviet Union,Bronze
1/1/1976,Montreal,Athletics,Athletics,5000m,M,Hildenbrand,Klaus-Peter,Men,West Germany,Bronze
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,M,Starunsky,Yuri,Men,Soviet Union,Silver
1/1/1976,Montreal,Athletics,Athletics,4x100m relay,W,Eckert-wöckel,Bärbel,Women,East Germany,Gold
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,M,Brückner,Roland,Men,East Germany,Bronze
1/1/1976,Montreal,Aquatics,Water polo,water polo,M,Horkai,Gyorgy,Men,Hungary,Gold
1/1/1976,Montreal,Cycling,Cycling Track,Sprint indivual,M,Tkac,Anton,Men,Czechoslovakia,Gold
1/1/1976,Montreal,Cycling,Cycling Road,team time trial,M,Nowicki,Mieczyslaw,Men,Poland,Silver
1/1/1976,Montreal,Basketball,Basketball,basketball,W,Yordanova,Todorka,Women,Bulgaria,Bronze
1/1/1976,Montreal,Boxing,Boxing,48 - 51kg (flyweight),M,Torosyan,David,Men,Soviet Union,Bronze
1/1/1976,Montreal,Rowing,Rowing,single sculls (1x),W,Scheiblich,Christine,Women,East Germany,Gold
1/1/1976,Montreal,Football,Football,football,M,Häfner,Reinhard,Men,East Germany,Gold
1/1/1976,Montreal,Judo,Judo,70 - 80kg (middleweight),M,Dvoinikov,Valeri,Men,Soviet Union,Silver
1/1/1976,Montreal,Fencing,Fencing,foil team,M,Dal zotto,Fabio,Men,Italy,Silver
1/1/1976,Montreal,Boxing,Boxing,+ 81kg (heavyweight),M,Simon,Mircea,Men,Romania,Silver
1/1/1976,Montreal,Handball,Handball,handball,M,Kravtsov,Vladimir,Men,Soviet Union,Gold
1/1/1976,Montreal,Rowing,Rowing,quadruple sculls with coxswain (4x),W,Tudoran,Ioana,Women,Romania,Bronze
1/1/1976,Montreal,Athletics,Athletics,4x100m relay,M,Silovs,Yuris,Men,Soviet Union,Bronze
1/1/1976,Montreal,Aquatics,Diving,3m springboard,M,Boggs,Philip George,Men,United States,Gold
1/1/1976,Montreal,Aquatics,Swimming,4x100m medley relay,W,Jezek,Linda Louise,Women,United States,Silver
1/1/1976,Montreal,Athletics,Athletics,400m,W,Szewinska,Irena,Women,Poland,Gold
1/1/1976,Montreal,Fencing,Fencing,sabre individual,M,Nazlymov,Vladimir,Men,Soviet Union,Silver
1/1/1976,Montreal,Boxing,Boxing,60 - 63.5kg (light-welterweight),M,Leonard,Ray Charles,Men,United States,Gold
1/1/1976,Montreal,Athletics,Athletics,4x100m relay,W,Helten,Inge,Women,West Germany,Silver
1/1/1976,Montreal,Rowing,Rowing,four without coxswain (4-),M,Brietzke,Siegfried,Men,East Germany,Gold
1/1/1976,Montreal,Rowing,Rowing,quadruple sculls with coxswain (4x),W,Alexandrova-popova,Larissa,Women,Soviet Union,Silver
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,W,Gabor,Georgeta,Women,Romania,Silver
1/1/1976,Montreal,Athletics,Athletics,4x100m relay,M,Kurrat,Klaus-Dieter,Men,East Germany,Silver
1/1/1976,Montreal,Shooting,Shooting,50m rifle 3 positions (3x40 shots),,Seibold,Werner,Men,West Germany,Bronze
1/1/1976,Montreal,Sailing,Sailing,single-handed dinghy (Finn),M,Balashov,Andrei,Men,Soviet Union,Silver
1/1/1976,Montreal,Boxing,Boxing,- 48kg (light-flyweight),M,Li,Byong Uk,Men,"Korea, North",Silver
1/1/1976,Montreal,Athletics,Athletics,800m,W,Chtereva,Nikolina,Women,Bulgaria,Silver
1/1/1976,Montreal,Boxing,Boxing,51 - 54kg (bantamweight),M,Gu,Young Jo,Men,"Korea, North",Gold
1/1/1976,Montreal,Fencing,Fencing,sabre team,M,Vinokurov,Eduard,Men,Soviet Union,Gold
1/1/1976,Montreal,Rowing,Rowing,pair without coxswain (2-),W,Einöder-straube,Thea,Women,West Germany,Bronze
1/1/1976,Montreal,Boxing,Boxing,71-75kg,M,Riskiev,Rufat,Men,Soviet Union,Silver
1/1/1976,Montreal,Handball,Handball,handball,W,Lobova,Nina,Women,Soviet Union,Gold
1/1/1976,Montreal,Handball,Handball,handball,M,Lagutin,Yuri,Men,Soviet Union,Gold
1/1/1976,Montreal,Boxing,Boxing,+ 81kg (heavyweight),M,Tate,John,Men,United States,Bronze
1/1/1976,Montreal,Basketball,Basketball,basketball,W,Brogden,Cinderella Jane,Women,United States,Silver
1/1/1976,Montreal,Aquatics,Swimming,100m freestyle,M,Babashoff,Jack,Men,United States,Silver
1/1/1976,Montreal,Rowing,Rowing,four without coxswain (4-),M,Bergodd,Arne,Men,Norway,Silver
1/1/1976,Montreal,Handball,Handball,handball,W,Csik,Klara,Women,Hungary,Bronze
1/1/1976,Montreal,Rowing,Rowing,quadruple sculls with coxswain (4x),W,Zobelt,Roswietha,Women,East Germany,Gold
1/1/1976,Montreal,Fencing,Fencing,épée team,M,Evequoz,Jean-Blaise,Men,Switzerland,Bronze
1/1/1976,Montreal,Handball,Handball,handball,M,Ishchenko,Mikhail,Men,Soviet Union,Gold
1/1/1976,Montreal,Rowing,Rowing,quadruple sculls with coxswain (4x),W,Giurca,Elena,Women,Romania,Bronze
1/1/1976,Montreal,Equestrian,Jumping,team,,Sönksen,Sönke,Men,West Germany,Silver
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,M,Andrianov,Nikolay,Men,Soviet Union,Silver
1/1/1976,Montreal,Cycling,Cycling Road,team time trial,M,Pikkuus,Aavo,Men,Soviet Union,Gold
1/1/1976,Montreal,Shooting,Shooting,skeet (125 targets),,Gawlikowski,Wieslaw,Men,Poland,Bronze
1/1/1976,Montreal,Equestrian,Dressage,team,,Morkis,Dorothy Sarkis,Women,United States,Bronze
1/1/1976,Montreal,Athletics,Athletics,800m,M,Van damme,Ivo,Men,Belgium,Silver
1/1/1976,Montreal,Equestrian,Jumping,team,,Roche,Michel,Men,France,Gold
1/1/1976,Montreal,Handball,Handball,handball,M,Munteanu,Nicolae,Men,Romania,Silver
1/1/1976,Montreal,Athletics,Athletics,4x400m relay,M,Brown,Benjamin Gene,Men,United States,Gold
1/1/1976,Montreal,Athletics,Athletics,javelin throw,M,Siitonen,Hannu Juhani,Men,Finland,Silver
1/1/1976,Montreal,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)",M,Czarnecki,Kazimierz,Men,Poland,Bronze
1/1/1976,Montreal,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,Opara,Jerzy,Men,Poland,Silver
1/1/1976,Montreal,Rowing,Rowing,four-oared shell with coxswain (4-),W,Hess,Sabine,Women,East Germany,Gold
1/1/1976,Montreal,Modern Pentathlon,Modern Pentath.,Team competition,M,Adam,Jiri,Men,Czechoslovakia,Silver
1/1/1976,Montreal,Athletics,Athletics,pole vault,M,Kalliomäki,Antti Tapani,Men,Finland,Silver
1/1/1976,Montreal,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Bekhterev,Dmitri,Men,Soviet Union,Silver
1/1/1976,Montreal,Athletics,Athletics,4x400m relay,M,Newhouse,Frederick Vaughn,Men,United States,Gold
1/1/1976,Montreal,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Shary,Valeri,Men,Soviet Union,Gold
1/1/1976,Montreal,Rowing,Rowing,eight with coxswain (8+),W,Roshchina,Nadezhda,Women,Soviet Union,Silver
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,W,Smoleeva,Nina,Women,Soviet Union,Silver
1/1/1976,Montreal,Handball,Handball,handball,W,Panchuk,Lyudmila,Women,Soviet Union,Gold
1/1/1976,Montreal,Equestrian,Eventing,individual,,Plumb,John Michael,Men,United States,Silver
1/1/1976,Montreal,Wrestling,Wrestling Free.,68 - 74kg (welterweight),M,Dziedzic,Stanley Joseph,Men,United States,Bronze
1/1/1976,Montreal,Aquatics,Water polo,water polo,M,Toonen,Hendrik (Rik),Men,Netherlands,Bronze
1/1/1976,Montreal,Boxing,Boxing,60 - 63.5kg (light-welterweight),M,Kolev,Vladimir,Men,Bulgaria,Bronze
1/1/1976,Montreal,Athletics,Athletics,100m,M,Borzov,Valery,Men,Soviet Union,Bronze
1/1/1976,Montreal,Handball,Handball,handball,W,Richter-hochmut,Kristina,Women,East Germany,Silver
1/1/1976,Montreal,Gymnastics,Artistic G.,floor exercises,M,Kormann,Peter Martin,Men,United States,Bronze
1/1/1976,Montreal,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),M,Arai,Masao,Men,Japan,Bronze
1/1/1976,Montreal,Boxing,Boxing,- 48kg (light-flyweight),M,Pooltarat,Payao,Men,Thailand,Bronze
1/1/1976,Montreal,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,Mattern,Joachim,Men,East Germany,Silver
1/1/1976,Montreal,Athletics,Athletics,4x400m relay,W,Maletzki,Doris,Women,East Germany,Gold
1/1/1976,Montreal,Aquatics,Swimming,4x100m medley relay,M,Hencken,John Frederick,Men,United States,Gold
1/1/1976,Montreal,Rowing,Rowing,double sculls (2x),W,Ramoshkene,Genovate,Women,Soviet Union,Bronze
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,W,Escher,Gitta,Women,East Germany,Bronze
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,M,Savigne savigne,Jesus,Men,Cuba,Bronze
1/1/1976,Montreal,Athletics,Athletics,long jump,M,Williams,Randel Luvelle,Men,United States,Silver
1/1/1976,Montreal,Handball,Handball,handball,W,Krause,Roswitha,Women,East Germany,Silver
1/1/1976,Montreal,Basketball,Basketball,basketball,W,Daunene,Tamara,Women,Soviet Union,Gold
1/1/1976,Montreal,Football,Football,football,M,Mowlik,Piotr,Men,Poland,Silver
1/1/1976,Montreal,Athletics,Athletics,shot put,W,Fibingerova,Helena,Women,Czechoslovakia,Bronze
1/1/1976,Montreal,Rowing,Rowing,four-oared shell with coxswain (4-),W,Sevostyanova,Nadezhda,Women,Soviet Union,Bronze
1/1/1976,Montreal,Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Militosyan,Vartan,Men,Soviet Union,Silver
1/1/1976,Montreal,Cycling,Cycling Track,Individual Pursuit,M,Huschke,Thomas,Men,East Germany,Bronze
1/1/1976,Montreal,Handball,Handball,handball,W,Shubina,Lyudmila,Women,Soviet Union,Gold
1/1/1976,Montreal,Shooting,Shooting,50m rifle prone (60 shots),,Lushchikov,Gennadi,Men,Soviet Union,Bronze
1/1/1976,Montreal,Cycling,Cycling Road,individual road race,M,Johansson,Bernt,Men,Sweden,Gold
1/1/1976,Montreal,Aquatics,Swimming,4x200m freestyle relay,M,Furniss,Bruce Macfarlane,Men,United States,Gold
1/1/1976,Montreal,Basketball,Basketball,basketball,M,Davis,Walter Paul,Men,United States,Gold
1/1/1976,Montreal,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Svojanovsky,Oldrich,Men,Czechoslovakia,Bronze
1/1/1976,Montreal,Handball,Handball,handball,W,Kretzschmar,Waltraud,Women,East Germany,Silver
1/1/1976,Montreal,Judo,Judo,63 - 70kg (half-middleweight),M,Talaj,Marian,Men,Poland,Bronze
1/1/1976,Montreal,Fencing,Fencing,foil team,W,Nikonova,Valentina,Women,Soviet Union,Gold
1/1/1976,Montreal,Hockey,Hockey,hockey,M,Dancer,Barry,Men,Australia,Silver
1/1/1976,Montreal,Wrestling,Wrestling Free.,48 - 52kg (flyweight),M,Ivanov,Aleksandr,Men,Soviet Union,Silver
1/1/1976,Montreal,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,Diba,Vasile,Men,Romania,Gold
1/1/1976,Montreal,Football,Football,football,M,Heidler,Gerd,Men,East Germany,Gold
1/1/1976,Montreal,Gymnastics,Artistic G.,balance beam,W,Comaneci,Nadia,Women,Romania,Gold
1/1/1976,Montreal,Rowing,Rowing,eight with coxswain (8+),W,Ebert,Henrietta,Women,East Germany,Gold
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,W,Korbut,Olga,Women,Soviet Union,Gold
1/1/1976,Montreal,Football,Football,football,M,Kmiecik,Kazimierz,Men,Poland,Silver
1/1/1976,Montreal,Sailing,Sailing,fleet/match race keelboat open (Soling),,Bandolowski,Valdemar,Men,Denmark,Gold
1/1/1976,Montreal,Athletics,Athletics,discus throw,M,Wilkins,Malcolm Maurice,Men,United States,Gold
1/1/1976,Montreal,Aquatics,Swimming,200m butterfly,W,Tauber,Ulrike,Women,East Germany,Silver
1/1/1976,Montreal,Equestrian,Jumping,team,,Van paesschen,Stanny,Men,Belgium,Bronze
1/1/1976,Montreal,Fencing,Fencing,foil team,M,Revenu,Daniel,Men,France,Bronze
1/1/1976,Montreal,Rowing,Rowing,pair without coxswain (2-),W,Eckbauer-baumann,Edith,Women,West Germany,Bronze
1/1/1976,Montreal,Fencing,Fencing,épée team,M,Behr,Reinhold,Men,West Germany,Silver
1/1/1976,Montreal,Cycling,Cycling Road,team time trial,M,Blaudzun,Verner,Men,Denmark,Bronze
1/1/1976,Montreal,Aquatics,Swimming,400m individual medley,M,Smirnov,Andrei,Men,Soviet Union,Bronze
1/1/1976,Montreal,Aquatics,Water polo,water polo,M,Csapo,Gabor,Men,Hungary,Gold
1/1/1976,Montreal,Aquatics,Swimming,4x100m medley relay,M,Smith,Graham,Men,Canada,Silver
1/1/1976,Montreal,Basketball,Basketball,basketball,M,Zhigily,Vladimir,Men,Soviet Union,Bronze
1/1/1976,Montreal,Athletics,Athletics,400m,M,Frazier,Herman Ronald,Men,United States,Bronze
1/1/1976,Montreal,Handball,Handball,handball,M,Birtalan,Stefan,Men,Romania,Silver
1/1/1976,Montreal,Fencing,Fencing,foil team,M,Simoncelli,Stefano,Men,Italy,Silver
1/1/1976,Montreal,Handball,Handball,handball,W,Bujdoso,Agota,Women,Hungary,Bronze
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,M,Kajiyama,Hiroshi,Men,Japan,Gold
1/1/1976,Montreal,Equestrian,Eventing,team,,Bennett,Mervyn,Men,Australia,Bronze
1/1/1976,Montreal,Fencing,Fencing,foil team,M,Behr,Matthias,Men,West Germany,Gold
1/1/1976,Montreal,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),M,Peterson,Benjamin Lee,Men,United States,Silver
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,W,Yano,Hiromi,Women,Japan,Gold
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,W,Lee,Soon-Ok,Women,"Korea, South",Bronze
1/1/1976,Montreal,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,Mattern,Joachim,Men,East Germany,Gold
1/1/1976,Montreal,Athletics,Athletics,discus throw,W,Schlaak-jahl,Evelin,Women,East Germany,Gold
1/1/1976,Montreal,Archery,Archery,individual FITA round,M,Michinaga,Hiroshi,Men,Japan,Silver
1/1/1976,Montreal,Rowing,Rowing,pair without coxswain (2-),W,Noack,Angelika,Women,East Germany,Silver
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,W,Filatova,Maria,Women,Soviet Union,Gold
1/1/1976,Montreal,Gymnastics,Artistic G.,uneven bars,W,Egervary,Marta,Women,Hungary,Bronze
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,W,Grozdova,Svetlana,Women,Soviet Union,Gold
1/1/1976,Montreal,Rowing,Rowing,quadruple sculls with coxswain (4x),W,Micsa-macoviciuc,Maria,Women,Romania,Bronze
1/1/1976,Montreal,Gymnastics,Artistic G.,team competition,W,Grigoras,Anca,Women,Romania,Silver
1/1/1976,Montreal,Rowing,Rowing,eight with coxswain (8+),W,Wilke,Marina,Women,East Germany,Gold
1/1/1976,Montreal,Sailing,Sailing,flying dutchman,,Ficker,Peter,Men,Brazil,Bronze
1/1/1976,Montreal,Athletics,Athletics,110m hurdles,M,Drut,Guy,Men,France,Gold
1/1/1976,Montreal,Wrestling,Wrestling Free.,48 - 52kg (flyweight),M,Takada,Yuji,Men,Japan,Gold
1/1/1976,Montreal,Equestrian,Dressage,team,,Grillo,Gabriela,Women,West Germany,Gold
1/1/1976,Montreal,Equestrian,Dressage,team,,Lehmann,Ulrich,Men,Switzerland,Silver
1/1/1976,Montreal,Hockey,Hockey,hockey,M,Mc intyre,Alan Lionel,Men,New Zealand,Gold
1/1/1976,Montreal,Athletics,Athletics,shot put,M,Baryshnikov,Aleksandr,Men,Soviet Union,Bronze
1/1/1976,Montreal,Athletics,Athletics,200m,W,Stecher,Renate,Women,East Germany,Bronze
1/1/1976,Montreal,Rowing,Rowing,eight with coxswain (8+),M,Lück,Hans-Joachim,Men,East Germany,Gold
1/1/1976,Montreal,Aquatics,Diving,10m platform,M,Louganis,Gregory,Men,United States,Silver
1/1/1976,Montreal,Volleyball,Volleyball,volleyball,M,Chulak,Yefim,Men,Soviet Union,Silver
1/1/1976,Montreal,Rowing,Rowing,quadruple sculls with coxswain (4x),W,Borchmann,Anke,Women,East Germany,Gold
1/1/1976,Montreal,Rowing,Rowing,four-oared shell with coxswain (4-),M,Färber,Hans-Johann,Men,West Germany,Bronze
1/1/1976,Montreal,Aquatics,Swimming,4x100m medley relay,M,Mac donald,Gary,Men,Canada,Silver
1/1/1976,Montreal,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Lacina,Vladek,Men,Czechoslovakia,Bronze
1/1/1976,Montreal,Football,Football,football,M,Nazarenko,Leonid,Men,Soviet Union,Bronze
1/1/1976,Montreal,Handball,Handball,handball,W,Michaelis,Liane,Women,East Germany,Silver
1/1/1976,Montreal,Hockey,Hockey,hockey,M,Archibald,Geoffrey,Men,New Zealand,Gold
1/1/1976,Montreal,Sailing,Sailing,Tornado - Multihull,,Mcfaull,David Rockwell,Men,United States,Silver
1/1/1976,Montreal,Handball,Handball,handball,M,Ilyin,Vasili,Men,Soviet Union,Gold
1/1/1976,Montreal,Boxing,Boxing,67 - 71kg (light-middleweight),M,Savchenko,Viktor,Men,Soviet Union,Bronze
1/1/1976,Montreal,Athletics,Athletics,discus throw,W,Hinzmann,Gabriele,Women,East Germany,Bronze
1/1/1976,Montreal,Cycling,Cycling Track,Individual Pursuit,M,Braun,Gregor,Men,West Germany,Gold
1/1/1976,Montreal,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),M,Yarygin,Ivan,Men,Soviet Union,Gold
1/1/1976,Montreal,Aquatics,Swimming,400m individual medley,W,Tauber,Ulrike,Women,East Germany,Gold
1/1/1976,Montreal,Athletics,Athletics,javelin throw,M,Nemeth,Miklos,Men,Hungary,Gold
1/1/1976,Montreal,Rowing,Rowing,eight with coxswain (8+),M,Kostulski,Roland,Men,East Germany,Gold
1/1/1976,Montreal,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,Csapo,Geza,Men,Hungary,Silver
1/1/1976,Montreal,Sailing,Sailing,470 - Two Person Dinghy,M,Hübner,Frank,Men,West Germany,Gold
1/1/1976,Montreal,Hockey,Hockey,hockey,M,Wilson,Les,Men,New Zealand,Gold
1/1/1976,Montreal,Rowing,Rowing,eight with coxswain (8+),W,Talalaeva,Lyubov,Women,Soviet Union,Silver
1/1/1976,Montreal,Rowing,Rowing,four-oared shell with coxswain (4-),M,Kunze,Rüdiger,Men,East Germany,Silver
1/1/1976,Montreal,Aquatics,Swimming,200m butterfly,M,Bruner,Michael Lee,Men,United States,Gold
1/1/1976,Montreal,Rowing,Rowing,eight with coxswain (8+),M,Mclean,Alexander,Men,New Zealand,Bronze
1/1/1976,Montreal,Athletics,Athletics,4x400m relay,M,Parks,Maxwell Lander,Men,United States,Gold
1/1/1976,Montreal,Athletics,Athletics,long jump,W,Voigt,Angela,Women,East Germany,Gold
1/1/1976,Montreal,Football,Football,football,M,Cmikiewicz,Leslaw,Men,Poland,Silver
1/1/1976,Montreal,Rowing,Rowing,double sculls (2x),W,Jahn,Sabine,Women,East Germany,Silver
1/1/1976,Montreal,Aquatics,Swimming,100m breaststroke,W,Rusanova,Lyubov,Women,Soviet Union,Silver
1/1/1976,Montreal,Aquatics,Swimming,4x100m medley relay,W,Siering,Laura Gail,Women,United States,Silver
1/1/1976,Montreal,Hockey,Hockey,hockey,M,Browning,Gregory,Men,Australia,Silver
